"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Проверка перехода на страницу Epolif Aqua","624","testGoToAquaPage","Surefire suite","Sun Mar 09 18:44:29 GMT 2025","passed","Sun Mar 09 18:44:30 GMT 2025","tests.MainPageTests","Surefire test","tests.MainPageTests","testGoToAquaPage"
"Проверка перехода на страницу Epolif GL7 через страницу ACP1","1123","testGoToGL7FromACP1","Surefire suite","Sun Mar 09 18:44:13 GMT 2025","passed","Sun Mar 09 18:44:14 GMT 2025","tests.ACP1Test","Surefire test","tests.ACP1Test","testGoToGL7FromACP1"
"Проверка работоспособности кнопки 'Наверх' на странице ACP1","785","testUpButtonACP1","Surefire suite","Sun Mar 09 18:44:15 GMT 2025","passed","Sun Mar 09 18:44:16 GMT 2025","tests.ACP1Test","Surefire test","tests.ACP1Test","testUpButtonACP1"
"Проверка перехода на страницу Epolif Aqua через ссылку 'Epolif Aqua'","912","testGoToAquaPageFromAqua","Surefire suite","Sun Mar 09 18:44:21 GMT 2025","passed","Sun Mar 09 18:44:22 GMT 2025","tests.AquaTest","Surefire test","tests.AquaTest","testGoToAquaPageFromAqua"
"Проверка перехода на страницу Epolif ACP1 через страницу Epolif Aqua","1054","testGoToAcp1FromAqua","Surefire suite","Sun Mar 09 18:44:20 GMT 2025","passed","Sun Mar 09 18:44:21 GMT 2025","tests.AquaTest","Surefire test","tests.AquaTest","testGoToAcp1FromAqua"
"Проверка перехода на страницу Epolif GL21 через страницу Epolif GL7","953","testGoToGL21FromGL7","Surefire suite","Sun Mar 09 18:44:37 GMT 2025","passed","Sun Mar 09 18:44:38 GMT 2025","tests.GL7Test","Surefire test","tests.GL7Test","testGoToGL21FromGL7"
"Проверка перехода на главную страницу через ссылку 'Главная' на странице Epolif GL7","1054","testGoToMainPageFromGL7","Surefire suite","Sun Mar 09 18:44:39 GMT 2025","passed","Sun Mar 09 18:44:40 GMT 2025","tests.GL7Test","Surefire test","tests.GL7Test","testGoToMainPageFromGL7"
"Проверка перехода на страницу Epolif GL7 через повторное нажатие на ссылку 'Epolif GL7'","936","testGoToGL7FromGL7","Surefire suite","Sun Mar 09 18:44:38 GMT 2025","passed","Sun Mar 09 18:44:39 GMT 2025","tests.GL7Test","Surefire test","tests.GL7Test","testGoToGL7FromGL7"
"Проверка перехода на страницу Epolif GL7 через страницу Epolif GL21","1113","testGoToGL7FromGL21","Surefire suite","Sun Mar 09 18:44:00 GMT 2025","passed","Sun Mar 09 18:44:01 GMT 2025","tests.GL21Test","Surefire test","tests.GL21Test","testGoToGL7FromGL21"
"Проверка перехода на главную страницу через ссылку 'Главная' на странице ACP1","1191","testGoToMainPageFromACP1","Surefire suite","Sun Mar 09 18:44:14 GMT 2025","passed","Sun Mar 09 18:44:15 GMT 2025","tests.ACP1Test","Surefire test","tests.ACP1Test","testGoToMainPageFromACP1"
"Проверка перехода на главную страницу по нажатию на логотип","505","testClickOnLogoMain","Surefire suite","Sun Mar 09 18:44:28 GMT 2025","passed","Sun Mar 09 18:44:28 GMT 2025","tests.MainPageTests","Surefire test","tests.MainPageTests","testClickOnLogoMain"
"Проверка наличия промо видео на главной странице и его повторяемости","30","testVideo","Surefire suite","Sun Mar 09 18:44:31 GMT 2025","passed","Sun Mar 09 18:44:31 GMT 2025","tests.MainPageTests","Surefire test","tests.MainPageTests","testVideo"
"Проверка работоспособности кнопки 'Наверх' на странице Epolif GL7","767","testUpButtonGL7","Surefire suite","Sun Mar 09 18:44:40 GMT 2025","passed","Sun Mar 09 18:44:41 GMT 2025","tests.GL7Test","Surefire test","tests.GL7Test","testUpButtonGL7"
"Проверка перехода на страницу Epolif Aqua через страницу Epolif GL7","1040","testGoToAquaPageFromGL7","Surefire suite","Sun Mar 09 18:44:36 GMT 2025","passed","Sun Mar 09 18:44:37 GMT 2025","tests.GL7Test","Surefire test","tests.GL7Test","testGoToAquaPageFromGL7"
"Проверка перехода на главную страницу по нажатию на ссылку 'Главная'","646","testGoToMainPage","Surefire suite","Sun Mar 09 18:44:31 GMT 2025","passed","Sun Mar 09 18:44:31 GMT 2025","tests.MainPageTests","Surefire test","tests.MainPageTests","testGoToMainPage"
"Проверка перехода на страницу Epolif ACP1 через страницу Epolif GL21","1070","testGoToACP1FromGL21","Surefire suite","Sun Mar 09 18:43:57 GMT 2025","passed","Sun Mar 09 18:43:58 GMT 2025","tests.GL21Test","Surefire test","tests.GL21Test","testGoToACP1FromGL21"
"Проверка наличия и корректности информации о компании в футере страницы Epolif GL7","677","testFooterInformationGL7","Surefire suite","Sun Mar 09 18:44:34 GMT 2025","passed","Sun Mar 09 18:44:35 GMT 2025","tests.GL7Test","Surefire test","tests.GL7Test","testFooterInformationGL7"
"Проверка перехода на главную страницу через ссылку 'Главная' на странице Epolif Aqua","1110","testGoToMainPageFromAqua","Surefire suite","Sun Mar 09 18:44:24 GMT 2025","passed","Sun Mar 09 18:44:25 GMT 2025","tests.AquaTest","Surefire test","tests.AquaTest","testGoToMainPageFromAqua"
"Проверка перехода на страницу Epolif ACP1 через страницу ACP1","1002","testGoToACP1FromACP1","Surefire suite","Sun Mar 09 18:44:09 GMT 2025","passed","Sun Mar 09 18:44:10 GMT 2025","tests.ACP1Test","Surefire test","tests.ACP1Test","testGoToACP1FromACP1"
"Проверка наличия и корректности информации о компании в футере","40","testFooterInformation","Surefire suite","Sun Mar 09 18:44:28 GMT 2025","passed","Sun Mar 09 18:44:28 GMT 2025","tests.MainPageTests","Surefire test","tests.MainPageTests","testFooterInformation"
"Проверка перехода на страницу Epolif Aqua через страницу ACP1","1120","testGoToAquaPageFromACP1","Surefire suite","Sun Mar 09 18:44:10 GMT 2025","passed","Sun Mar 09 18:44:12 GMT 2025","tests.ACP1Test","Surefire test","tests.ACP1Test","testGoToAquaPageFromACP1"
"Проверка перехода на страницу Epolif Aqua через клик на логотип","1413","testClickOnLogoAqua","Surefire suite","Sun Mar 09 18:44:18 GMT 2025","passed","Sun Mar 09 18:44:19 GMT 2025","tests.AquaTest","Surefire test","tests.AquaTest","testClickOnLogoAqua"
"Проверка перехода на страницу Epolif Aqua через страницу Epolif GL21","1044","testGoToAquaPageFromGL21","Surefire suite","Sun Mar 09 18:43:58 GMT 2025","passed","Sun Mar 09 18:43:59 GMT 2025","tests.GL21Test","Surefire test","tests.GL21Test","testGoToAquaPageFromGL21"
"Проверка перехода на страницу Epolif GL21 через страницу Epolif Aqua","948","testGoToGl21FromAqua","Surefire suite","Sun Mar 09 18:44:22 GMT 2025","passed","Sun Mar 09 18:44:23 GMT 2025","tests.AquaTest","Surefire test","tests.AquaTest","testGoToGl21FromAqua"
"Проверка информации о компании в футере страницы ACP1","716","testFooterInformationACP1","Surefire suite","Sun Mar 09 18:44:09 GMT 2025","passed","Sun Mar 09 18:44:09 GMT 2025","tests.ACP1Test","Surefire test","tests.ACP1Test","testFooterInformationACP1"
"Проверка корректности информации о компании в футере страницы Epolif GL21","795","testFooterInformationGL21","Surefire suite","Sun Mar 09 18:43:56 GMT 2025","passed","Sun Mar 09 18:43:57 GMT 2025","tests.GL21Test","Surefire test","tests.GL21Test","testFooterInformationGL21"
"Проверка перехода на страницу Epolif GL21 через страницу ACP1","1152","testGoToGL21FromACP1","Surefire suite","Sun Mar 09 18:44:12 GMT 2025","passed","Sun Mar 09 18:44:13 GMT 2025","tests.ACP1Test","Surefire test","tests.ACP1Test","testGoToGL21FromACP1"
"Проверка работоспособности кнопки 'Наверх' на странице Epolif Aqua","753","testUpButtonAqua","Surefire suite","Sun Mar 09 18:44:25 GMT 2025","passed","Sun Mar 09 18:44:26 GMT 2025","tests.AquaTest","Surefire test","tests.AquaTest","testUpButtonAqua"
"Проверка перехода на страницу Epolif ACP1 через страницу Epolif GL7","987","testGoToACP1FromGL7","Surefire suite","Sun Mar 09 18:44:35 GMT 2025","passed","Sun Mar 09 18:44:36 GMT 2025","tests.GL7Test","Surefire test","tests.GL7Test","testGoToACP1FromGL7"
"Проверка повторного перехода на страницу Epolif GL21 через страницу Epolif GL21","944","testGoToGL21FromGL21","Surefire suite","Sun Mar 09 18:43:59 GMT 2025","passed","Sun Mar 09 18:44:00 GMT 2025","tests.GL21Test","Surefire test","tests.GL21Test","testGoToGL21FromGL21"
"Проверка перехода на страницу Epolif ACP1","560","testGoToAcp1Page","Surefire suite","Sun Mar 09 18:44:28 GMT 2025","passed","Sun Mar 09 18:44:29 GMT 2025","tests.MainPageTests","Surefire test","tests.MainPageTests","testGoToAcp1Page"
